#angle	force_constant	x0
Na-Na-C1	16.07507704207267	2.0571634233150315
Na-C1-C1	152.54675461894303	2.833525954643771
Na-Na-Qa	10.347879532140706	1.6499979758718661
Na-Qa-Q0	14.505613766597126	2.142464549875608
C2-C1-C1	19.376953708761608	3.3882240606775618
C1-C1-C1	76.48766736033997	3.1109440955588292
C1-Na-Qa	52.93266871911132	2.3732214737956117
