1         DSPC      14        
2         DSPC      14        
3         DSPC      14        
4         DSPC      14        
5         DSPC      14        
6         DSPC      14        
7         DSPC      14        
8         DSPC      14        
9         DSPC      14        
10        DSPC      14        
11        DSPC      14        
12        DSPC      14        
13        DSPC      14        
14        DSPC      14        
15        DSPC      14        
16        DSPC      14        
17        DSPC      14        
18        DSPC      14        
19        DSPC      14        
20        DSPC      14        
21        DSPC      14        
22        DSPC      14        
23        DSPC      14        
24        DSPC      14        
25        DSPC      14        
26        DSPC      14        
27        DSPC      14        
28        DSPC      14        
29        DSPC      14        
30        DSPC      14        
31        DSPC      14        
32        DSPC      14        
33        C12OH     3         
34        C12OH     3         
35        C12OH     3         
36        C12OH     3         
37        C12OH     3         
38        C12OH     3         
39        C12OH     3         
40        C12OH     3         
41        C12OH     3         
42        C12OH     3         
43        C12OH     3         
44        C12OH     3         
45        C12OH     3         
46        C12OH     3         
47        C12OH     3         
48        C12OH     3         
49        C12OH     3         
50        C12OH     3         
51        C12OH     3         
52        C12OH     3         
53        C12OH     3         
54        C12OH     3         
55        C12OH     3         
56        C12OH     3         
57        C12OH     3         
58        C12OH     3         
59        C12OH     3         
60        C12OH     3         
61        C12OH     3         
62        C12OH     3         
63        C12OH     3         
64        C12OH     3         
65        DSPC      14        
66        DSPC      14        
67        DSPC      14        
68        DSPC      14        
69        DSPC      14        
70        DSPC      14        
71        DSPC      14        
72        DSPC      14        
73        DSPC      14        
74        DSPC      14        
75        DSPC      14        
76        DSPC      14        
77        DSPC      14        
78        DSPC      14        
79        DSPC      14        
80        DSPC      14        
81        DSPC      14        
82        DSPC      14        
83        DSPC      14        
84        DSPC      14        
85        DSPC      14        
86        DSPC      14        
87        DSPC      14        
88        DSPC      14        
89        DSPC      14        
90        DSPC      14        
91        DSPC      14        
92        DSPC      14        
93        DSPC      14        
94        DSPC      14        
95        DSPC      14        
96        DSPC      14        
97        C12OH     3         
98        C12OH     3         
99        C12OH     3         
100       C12OH     3         
101       C12OH     3         
102       C12OH     3         
103       C12OH     3         
104       C12OH     3         
105       C12OH     3         
106       C12OH     3         
107       C12OH     3         
108       C12OH     3         
109       C12OH     3         
110       C12OH     3         
111       C12OH     3         
112       C12OH     3         
113       C12OH     3         
114       C12OH     3         
115       C12OH     3         
116       C12OH     3         
117       C12OH     3         
118       C12OH     3         
119       C12OH     3         
120       C12OH     3         
121       C12OH     3         
122       C12OH     3         
123       C12OH     3         
124       C12OH     3         
125       C12OH     3         
126       C12OH     3         
127       C12OH     3         
128       C12OH     3         
129       w         1         
130       w         1         
131       w         1         
132       w         1         
133       w         1         
134       w         1         
135       w         1         
136       w         1         
137       w         1         
138       w         1         
139       w         1         
140       w         1         
141       w         1         
142       w         1         
143       w         1         
144       w         1         
145       w         1         
146       w         1         
147       w         1         
148       w         1         
149       w         1         
150       w         1         
151       w         1         
152       w         1         
153       w         1         
154       w         1         
155       w         1         
156       w         1         
157       w         1         
158       w         1         
159       w         1         
160       w         1         
161       w         1         
162       w         1         
163       w         1         
164       w         1         
165       w         1         
166       w         1         
167       w         1         
168       w         1         
169       w         1         
170       w         1         
171       w         1         
172       w         1         
173       w         1         
174       w         1         
175       w         1         
176       w         1         
177       w         1         
178       w         1         
179       w         1         
180       w         1         
181       w         1         
182       w         1         
183       w         1         
184       w         1         
185       w         1         
186       w         1         
187       w         1         
188       w         1         
189       w         1         
190       w         1         
191       w         1         
192       w         1         
193       w         1         
194       w         1         
195       w         1         
196       w         1         
197       w         1         
198       w         1         
199       w         1         
200       w         1         
201       w         1         
202       w         1         
203       w         1         
204       w         1         
205       w         1         
206       w         1         
207       w         1         
208       w         1         
209       w         1         
210       w         1         
211       w         1         
212       w         1         
213       w         1         
214       w         1         
215       w         1         
216       w         1         
217       w         1         
