#angle	force_constant	x0
Na-Na-C1	33.07311177644031	1.7568653567451344
Na-C1-C1	196.27695417733463	2.8141967108114487
Na-Na-Qa	18.478076531028485	1.4729151431203737
Na-Qa-Q0	8.57598453630777	1.9820758884239194
C2-C1-C1	274.246043095651	3.0394643994964206
C1-C1-C1	313.48142242917703	3.0027048956314957
C1-Na-Qa	0.6966745774533837	8.392140248874226
